time,alt_z,roll,pitch,m_hat,n0_x,n0_y,n0_z
2.807,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
2.857,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
2.907,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
2.957,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
3.007,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
3.057,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
3.107,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
3.157,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
3.207,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
3.257,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
3.307,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
3.357,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
3.407,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
3.457,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
3.507,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
3.557,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
3.607,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
3.657,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
3.707,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
3.757,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
3.807,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
3.857,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
3.907,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
3.957,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
4.007,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
4.057,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
4.107,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
4.157,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
4.207,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
4.257,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
4.307,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
4.357,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
4.407,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
4.457,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
4.507,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
4.557,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
4.607,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
4.657,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
4.707,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
4.757,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
4.807,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
4.857,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
4.907,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
4.957,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
5.007,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
5.057,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
5.107,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
5.157,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
5.207,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
5.257,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
5.307,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
5.357,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
5.407,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
5.457,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
5.507,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
5.557,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
5.607,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
5.657,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
5.707,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
5.757,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
5.807,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
5.857,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
5.907,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
5.957,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
6.007,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
6.057,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
6.107,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
6.157,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
6.207,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
6.257,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
6.307,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
6.357,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
6.407,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
6.457,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
6.507,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
6.557,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
6.607,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
6.657,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
6.707,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
6.757,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
6.807,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
6.857,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
6.907,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
6.957,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
7.007,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
7.057,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
7.107,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
7.157,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
7.207,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
7.257,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
7.307,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
7.357,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
7.407,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
7.457,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
7.507,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
7.557,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
7.607,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
7.657,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
7.707,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
7.757,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
7.807,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
7.857,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
7.907,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
7.957,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
8.007,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
8.057,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
8.107,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
8.157,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
8.207,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
8.257,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
8.307,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
8.357,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
8.407,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
8.457,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
8.507,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
8.557,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
8.607,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
8.657,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
8.707,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
8.757,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
8.807,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
8.857,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
8.907,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
8.957,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
9.007,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
9.057,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
9.107,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
9.157,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
9.207,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
9.257,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
9.307,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
9.357,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
9.407,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
9.457,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
9.507,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
9.557,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
9.607,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
9.657,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
9.707,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
9.757,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
9.807,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
9.857,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
9.907,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
9.957,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
10.007,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
10.057,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
10.107,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
10.157,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
10.207,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
10.257,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
10.307,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
10.357,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
10.407,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
10.457,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
10.508,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
10.557,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
10.607,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
10.657,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
10.707,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
10.757,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
10.807,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
10.857,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
10.907,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
10.957,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
11.007,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
11.057,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
11.107,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
11.157,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
11.207,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
11.257,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
11.307,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
11.357,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
11.407,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
11.457,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
11.507,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
11.557,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
11.607,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
11.657,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
11.707,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
11.757,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
11.807,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
11.857,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
11.907,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
11.957,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
12.007,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
12.057,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
12.107,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
12.157,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
12.207,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
12.257,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
12.307,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
12.357,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
12.407,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
12.457,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
12.507,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
12.557,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
12.607,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
12.657,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
12.707,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
12.757,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
12.807,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
12.857,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
12.907,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
12.957,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
13.007,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
13.057,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
13.107,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
13.157,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
13.207,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
13.257,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
13.307,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
13.357,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
13.407,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
13.457,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
13.507,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
13.557,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
13.607,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
13.657,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
13.707,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
13.757,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
13.807,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
13.857,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
13.907,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
13.957,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
14.007,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
14.057,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
14.107,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
14.157,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
14.207,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
14.257,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
14.307,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
14.357,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
14.407,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
14.457,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
14.507,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
14.557,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
14.607,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
14.657,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
14.707,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
14.757,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
14.807,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
14.857,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
14.907,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
14.957,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
15.007,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
15.057,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
15.107,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
15.157,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
15.207,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
15.257,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
15.307,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
15.357,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
15.407,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
15.457,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
15.507,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
15.557,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
15.607,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
15.657,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
15.707,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
15.757,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
15.807,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
15.857,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
15.907,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
15.957,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
16.007,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
16.057,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
16.107,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
16.157,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
16.207,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
16.257,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
16.307,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
16.357,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
16.407,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
16.457,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
16.507,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
16.557,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
16.607,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
16.657,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
16.707,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
16.757,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
16.807,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
16.857,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
16.907,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
16.957,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
17.007,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
17.057,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
17.107,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
17.157,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
17.207,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
17.257,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
17.307,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
17.357,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
17.407,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
17.457,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
17.507,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
17.557,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
17.607,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
17.657,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
17.707,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
17.757,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
17.807,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
17.857,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
17.907,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
17.957,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
18.007,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
18.057,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
18.107,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
18.157,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
18.207,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
18.257,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
18.307,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
18.357,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
18.407,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
18.457,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
18.507,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
18.557,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
18.607,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
18.657,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
18.707,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
18.757,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
18.807,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
18.857,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
18.907,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
18.957,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
19.007,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
19.057,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
19.107,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
19.157,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
19.207,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
19.257,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
19.307,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
19.357,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
19.407,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
19.457,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
19.507,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
19.557,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
19.607,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
19.657,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
19.707,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
19.757,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
19.807,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
19.857,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
19.907,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000
